City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Hovd,MN,48.0056,91.6419,29.86,55,0,0.54,clear sky
347,Xingtai,CN,37.0631,114.4942,65.37,43,99,5.84,overcast clouds
348,Bud,US,39.447,-86.1758,57.74,43,37,10.6,scattered clouds
349,Birao,CF,10.2849,22.7882,80.73,39,51,1.66,broken clouds
350,Guangyuan,CN,32.442,105.823,59.92,80,98,3.42,overcast clouds
351,Sharjah,AE,25.3573,55.4033,87.78,62,0,10.36,clear sky
352,Tuatapere,NZ,-46.1333,167.6833,50.02,89,99,4.21,overcast clouds
353,Alice Springs,AU,-23.7,133.8833,62.15,77,75,5.75,broken clouds
354,Port Hawkesbury,CA,45.6169,-61.3485,59.97,98,100,16.11,mist
355,Kostomuksha,RU,64.571,30.5767,45.91,96,100,8.77,overcast clouds
356,Mahanoro,MG,-19.9,48.8,69.01,79,0,5.77,clear sky
357,Espanola,US,35.9911,-106.0806,72.0,31,0,1.01,clear sky
358,Gat,IL,31.61,34.7642,75.88,100,7,6.6,clear sky
359,Changji,CN,44.0167,87.3167,54.39,28,0,2.24,clear sky
360,Eureka,US,40.8021,-124.1637,54.21,61,2,3.51,clear sky
361,Mahon,ES,39.8885,4.2658,72.16,83,0,6.91,clear sky
362,Bereda,ES,43.2686,-7.5406,66.42,99,100,6.4,overcast clouds
363,Dicabisagan,PH,17.0818,122.4157,77.02,87,100,8.3,overcast clouds
364,The Valley,AI,18.217,-63.0578,89.46,70,40,13.8,scattered clouds
365,Tambovka,RU,50.0969,128.0489,35.91,41,2,9.44,clear sky
366,Baicheng,CN,45.6167,122.8167,40.12,34,56,9.13,broken clouds
367,Quatre Cocos,MU,-20.2078,57.7625,71.71,71,40,12.46,scattered clouds
368,Svetlyy,RU,54.675,20.1347,57.25,85,100,9.48,overcast clouds
369,Grand Baie,MU,-20.0182,57.5802,72.07,70,16,3.0,few clouds
370,Naryan-Mar,RU,67.6713,53.087,40.42,97,100,6.42,overcast clouds
371,Zhengjiatun,CN,43.5064,123.5064,48.34,33,100,14.94,overcast clouds
372,Heihe,CN,50.2441,127.4902,36.18,38,24,9.1,few clouds
373,Coahuayana,MX,18.7333,-103.6833,87.48,67,60,3.2,broken clouds
374,Teacapan,MX,22.55,-105.75,84.99,66,26,3.04,scattered clouds
375,Nuuk,GL,64.1835,-51.7216,32.61,69,0,19.57,clear sky
376,Laem Sing,TH,12.4816,102.0738,74.01,81,95,9.01,overcast clouds
377,Viransehir,TR,37.2353,39.7631,70.07,52,96,9.35,overcast clouds
378,Beringovskiy,RU,63.05,179.3167,31.64,79,100,11.39,overcast clouds
379,Bundaberg,AU,-24.85,152.35,66.22,93,53,3.0,broken clouds
380,Dunedin,NZ,-45.8742,170.5036,46.8,87,79,3.87,broken clouds
381,West Wendover,US,40.7391,-114.0733,64.36,18,0,0.94,clear sky
382,Kapit,MY,2.0167,112.9333,74.12,99,100,0.74,overcast clouds
383,Okha,RU,53.5739,142.9478,43.45,90,100,11.45,overcast clouds
384,Maracas,BR,-13.4411,-40.4308,77.76,42,85,7.11,overcast clouds
385,Imeni Poliny Osipenko,RU,52.4201,136.4853,42.51,89,100,4.07,overcast clouds
386,Calvia,ES,39.5657,2.5062,75.67,58,23,7.54,few clouds
387,Zabid,YE,14.1951,43.3152,86.86,58,3,5.88,clear sky
388,Esperance,AU,-33.8667,121.9,53.44,87,46,10.02,scattered clouds
389,Khandyga,RU,62.6667,135.6,16.23,97,98,1.52,overcast clouds
390,Linxia,CN,35.6003,103.2064,45.28,45,86,2.73,overcast clouds
391,Virginia Beach,US,36.8529,-75.978,76.03,47,0,6.91,clear sky
392,Whitehorse,CA,60.7161,-135.0538,29.17,90,100,5.75,overcast clouds
393,Sinjar,IQ,36.3209,41.8754,78.55,28,72,4.41,broken clouds
394,Mogadishu,SO,2.0371,45.3438,78.12,83,89,12.03,overcast clouds
395,Morinville,CA,53.8001,-113.652,41.92,61,100,3.44,overcast clouds
396,Khani,GE,41.9563,42.9566,53.17,77,100,3.49,overcast clouds
397,Westport,US,41.1415,-73.3579,70.45,59,9,3.0,clear sky
398,Tornio,FI,65.8481,24.1466,50.02,93,100,16.33,overcast clouds
399,Omboue,GA,-1.5746,9.2618,75.34,87,100,5.14,overcast clouds
400,Suwannaphum,TH,15.6035,103.8021,65.68,90,100,4.54,overcast clouds
401,Ahipara,NZ,-35.1667,173.1667,51.8,82,0,6.15,clear sky
402,Aban,RU,56.67,96.06,30.16,84,20,6.89,few clouds
403,Constantine,DZ,36.365,6.6147,74.61,35,0,2.3,clear sky
404,Vega De Alatorre,MX,20.0333,-96.6333,83.55,68,36,9.84,scattered clouds
405,Antofagasta,CL,-23.65,-70.4,63.68,60,3,8.41,clear sky
406,Maputo,MZ,-25.9653,32.5892,74.88,64,75,16.11,broken clouds
407,Pathein,MM,16.7833,94.7333,75.87,91,89,2.37,overcast clouds
408,Kilindoni,TZ,-7.9139,39.6668,76.53,74,43,15.73,scattered clouds
409,Tubuala,PA,9.5167,-79.0333,83.73,74,40,5.37,light rain
410,Kununurra,AU,-15.7667,128.7333,82.38,65,100,3.44,overcast clouds
411,Campbellton,CA,48.0075,-66.6727,55.85,94,100,7.85,overcast clouds
412,Rusape,ZW,-18.5278,32.1284,73.02,33,63,11.99,broken clouds
413,Mazagao,BR,-0.115,-51.2894,96.85,42,27,7.02,scattered clouds
414,Salalah,OM,17.0151,54.0924,78.89,73,0,4.61,clear sky
415,Choix,MX,26.7092,-108.3219,80.28,73,88,1.43,light rain
416,Dumas,US,35.8656,-101.9732,71.62,34,0,4.61,clear sky
417,Mnogovershinnyy,RU,53.9353,139.9242,36.18,94,100,3.76,overcast clouds
418,Prieska,ZA,-29.6641,22.7474,79.03,20,93,10.87,overcast clouds
419,Xining,CN,36.6167,101.7667,40.73,53,51,0.67,broken clouds
420,Jian,CN,27.1172,114.9793,62.24,59,3,5.7,clear sky
421,Anadyr,RU,64.75,177.4833,23.5,92,40,11.18,scattered clouds
422,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,93,100,14.97,overcast clouds
423,Zhigansk,RU,66.7697,123.3711,18.05,94,99,10.49,overcast clouds
424,Nilagiri,IN,21.4582,86.7722,76.98,88,10,2.33,clear sky
425,Mocuba,MZ,-16.8392,36.9856,79.54,51,0,8.9,clear sky
426,Toktogul,KG,41.8708,72.9402,61.86,35,3,1.16,clear sky
427,Aktau,KZ,43.65,51.2,59.58,49,100,8.52,overcast clouds
428,Ajaccio,FR,42.0,8.9167,64.38,78,0,8.05,clear sky
429,Cayenne,GF,4.9333,-52.3333,91.44,55,0,13.8,clear sky
430,Meulaboh,ID,4.1363,96.1285,75.43,90,100,4.94,light rain
431,Lavrentiya,RU,65.5833,-171.0,28.11,82,40,14.9,scattered clouds
432,Charters Towers,AU,-20.1,146.2667,69.22,86,46,6.42,scattered clouds
433,Uaua,BR,-9.8414,-39.4817,93.15,20,6,14.88,clear sky
434,Emerald,AU,-23.5333,148.1667,71.35,68,52,7.14,light rain
435,Ler,SS,8.3018,30.1418,76.39,77,93,1.1,overcast clouds
436,Hokitika,NZ,-42.7167,170.9667,50.49,87,96,1.43,overcast clouds
437,Montrose,US,38.4166,-108.2673,57.45,19,0,1.21,clear sky
438,Vanimo,PG,-2.6741,141.3028,77.52,90,81,5.44,broken clouds
439,Laguna De Perlas,NI,12.3429,-83.6712,78.89,73,78,6.4,broken clouds
440,Okhotsk,RU,59.3833,143.3,28.29,59,19,8.93,few clouds
441,Tabalosos,PE,-6.35,-76.6833,64.6,97,100,2.77,overcast clouds
442,Beloha,MG,-25.1667,45.05,70.09,82,0,6.26,clear sky
443,Bitung,ID,1.4451,125.1824,77.85,84,98,7.9,overcast clouds
444,Port Macquarie,AU,-31.4333,152.9167,54.9,86,27,3.96,scattered clouds
445,Dumai,ID,1.6833,101.45,74.48,97,99,4.23,overcast clouds
446,Baiyin,CN,36.5583,104.2081,48.0,32,68,1.99,broken clouds
447,Bagdarin,RU,54.4333,113.6,24.13,70,98,5.99,overcast clouds
448,Himatnagar,IN,23.6,72.95,78.06,43,3,3.83,clear sky
449,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,101.17,16,100,6.04,overcast clouds
450,Dalen,NL,52.6992,6.7556,59.25,82,100,5.99,overcast clouds
451,Kichha,IN,28.9167,79.5,70.92,83,0,3.04,clear sky
452,Svetlogorsk,BY,52.6333,29.7333,45.0,76,17,8.97,few clouds
453,Smirnykh,RU,49.75,142.8333,38.44,92,15,1.41,few clouds
454,Georgiyevka,KZ,43.0369,74.7114,50.04,57,91,6.71,smoke
455,Kabanjahe,ID,3.1001,98.4908,63.14,98,100,4.32,overcast clouds
456,Tashtagol,RU,52.7657,87.8894,33.03,70,8,3.94,clear sky
457,Mbalmayo,CM,3.5167,11.5,69.57,97,86,4.12,moderate rain
458,Iserlohn,DE,51.3667,7.7,60.8,92,40,8.05,scattered clouds
459,Noumea,NC,-22.2763,166.4572,58.98,75,2,6.71,clear sky
460,Waitati,NZ,-45.75,170.5667,46.8,87,76,3.49,broken clouds
461,Tomislavgrad,BA,43.7181,17.2267,52.79,81,22,0.72,few clouds
462,Perelyub,RU,51.8667,50.3667,41.67,66,58,6.8,broken clouds
463,Klaksvik,FO,62.2266,-6.589,41.92,81,99,16.78,overcast clouds
464,Barsovo,RU,61.1667,73.1667,41.13,87,97,5.84,overcast clouds
465,Sukhobezvodnoye,RU,57.0491,44.8891,37.31,90,46,3.87,scattered clouds
466,Tecoanapa,MX,16.5167,-98.75,85.21,68,20,4.7,few clouds
467,Hofn,IS,64.2539,-15.2082,43.25,71,100,20.15,overcast clouds
468,Lata,PT,40.1629,-8.3327,69.08,66,95,6.67,overcast clouds
469,Miandrivazo,MG,-19.5167,45.4667,78.91,63,7,11.97,clear sky
470,Lubao,PH,14.9167,120.55,83.91,91,99,5.48,overcast clouds
471,Magadan,RU,59.5667,150.8,20.97,67,12,6.17,few clouds
472,Porto Walter,BR,-8.2686,-72.7439,73.76,94,100,2.55,overcast clouds
473,Namibe,AO,-15.1961,12.1522,74.03,78,100,13.8,overcast clouds
474,Tacoronte,ES,28.4769,-16.4102,70.32,84,20,11.5,few clouds
475,Berbera,SO,10.4396,45.0143,84.56,64,0,7.36,clear sky
476,Hambantota,LK,6.1241,81.1185,78.73,84,99,12.15,overcast clouds
477,Acari,PE,-15.4311,-74.6158,77.99,44,10,10.02,clear sky
478,Flin Flon,CA,54.7682,-101.865,37.24,60,100,19.57,overcast clouds
479,Tomatlan,MX,19.9333,-105.25,86.45,68,41,3.96,scattered clouds
480,Coihaique,CL,-45.5752,-72.0662,59.61,55,75,5.75,broken clouds
481,Hamilton,US,39.1834,-84.5333,60.75,38,0,10.36,clear sky
482,Moose Factory,CA,51.2585,-80.6094,51.8,62,0,8.05,clear sky
483,Koubia,GN,11.5833,-11.9,71.49,87,100,2.15,overcast clouds
484,Sioux Lookout,CA,50.1001,-91.917,35.67,100,100,5.75,overcast clouds
485,Ilulissat,GL,69.2167,-51.1,28.42,43,40,21.85,scattered clouds
486,Nioro,GM,13.35,-15.75,85.8,72,90,1.59,light rain
487,Todos Santos,MX,23.45,-110.2167,78.44,69,88,6.62,overcast clouds
488,Rio Grande,BR,-32.035,-52.0986,66.31,74,100,17.81,overcast clouds
489,Hobyo,SO,5.3505,48.5268,78.84,80,13,16.22,few clouds
490,Boralday,KZ,43.3578,76.8594,51.66,32,40,0.0,smoke
491,Suntar,RU,62.1444,117.6319,29.28,84,100,6.26,overcast clouds
492,Leh,IN,34.1667,77.5833,43.54,31,30,5.3,scattered clouds
493,Wenling,CN,28.3669,121.36,68.65,80,100,12.19,overcast clouds
494,Itapirapua,BR,-15.8233,-50.6133,103.64,13,43,3.29,scattered clouds
495,Acarau,BR,-2.8856,-40.12,88.52,54,7,19.93,clear sky
496,Bella Union,UY,-30.2752,-57.6007,69.28,62,72,10.51,broken clouds
497,Ust-Tsilma,RU,65.441,52.1498,38.62,97,100,3.58,overcast clouds
498,Saint-Leu,RE,-21.15,55.2833,73.96,100,97,7.65,overcast clouds
499,Lodwar,KE,3.1191,35.5973,88.3,31,99,10.25,overcast clouds
500,Hasaki,JP,35.7333,140.8333,61.29,73,70,11.34,broken clouds
501,Costa Rica,BR,-23.4167,-54.65,76.19,69,97,8.63,overcast clouds
502,Port-Cartier,CA,50.0334,-66.8654,48.42,98,100,18.95,heavy intensity rain
503,Pirojpur,BD,22.5667,89.9833,75.97,76,5,6.31,clear sky
504,Champerico,GT,14.3,-91.9167,88.34,78,98,2.15,overcast clouds
505,Iskateley,RU,67.6803,53.1512,40.3,97,100,6.4,overcast clouds
506,Ambanja,MG,-13.6833,48.45,72.95,83,76,1.23,light rain
507,Konstantinovka,RU,49.6167,127.9833,38.8,36,0,11.18,clear sky
508,Bakchar,RU,57.0186,82.0711,31.93,68,92,3.44,overcast clouds
509,Clovis,US,36.8252,-119.7029,87.67,50,0,1.01,clear sky
510,Taksimo,RU,56.3444,114.8794,24.24,83,30,5.17,scattered clouds
511,Sabha,LY,27.0377,14.4283,78.04,24,0,10.8,clear sky
512,Touros,BR,-5.1989,-35.4608,84.25,61,89,19.46,overcast clouds
513,Galveston,US,29.3669,-94.9669,88.09,67,0,12.66,clear sky
514,Saint-Augustin,CA,51.226,-58.6502,56.84,62,100,4.79,overcast clouds
515,Ayagoz,KZ,47.9714,80.4392,46.24,29,30,3.38,scattered clouds
516,Burlington,US,39.8835,-74.6413,72.99,44,0,12.66,clear sky
517,Berlevag,NO,70.8578,29.0864,37.4,87,100,5.75,overcast clouds
518,Kiunga,PG,-6.1219,141.2906,74.57,99,100,1.59,overcast clouds
519,Ambikapur,IN,23.1167,83.2,69.46,91,13,3.18,few clouds
520,Tatarskaya Pishlya,RU,54.0608,44.8998,37.44,73,25,4.56,scattered clouds
521,Huarmey,PE,-10.0681,-78.1522,68.47,70,78,12.37,broken clouds
522,Koulikoro,ML,14.0,-7.75,90.36,36,85,4.81,overcast clouds
523,Manali,IN,13.1667,80.2667,84.29,79,22,5.77,few clouds
524,Kuvandyk,RU,51.4781,57.3552,42.69,88,95,3.49,overcast clouds
525,Kasongo,CD,-4.45,26.6667,71.31,82,93,6.53,overcast clouds
526,Arrifes,PT,37.7667,-25.7,68.25,64,40,16.11,scattered clouds
527,Greenville,US,35.6127,-77.3663,77.13,40,0,8.05,clear sky
528,Kudahuvadhoo,MV,2.6708,72.8944,80.35,80,96,16.64,overcast clouds
529,Porosozero,RU,62.7191,32.727,45.34,94,100,7.81,overcast clouds
530,Lumphat,KH,13.4878,106.9816,67.33,99,96,2.35,overcast clouds
531,Ginir,ET,7.1333,40.7,60.24,83,89,2.93,light rain
532,Hami,CN,42.8,93.45,54.21,28,0,3.53,clear sky
533,Russell,US,32.3502,-85.1999,81.97,31,0,3.44,clear sky
534,Puerto Lopez,CO,4.0845,-72.956,89.73,55,34,4.07,scattered clouds
535,Ranipur,PK,27.2879,68.5051,81.91,19,0,3.98,clear sky
536,Krasnokholmskiy,RU,55.9873,55.0466,43.65,91,100,4.7,overcast clouds
537,Kimbe,PG,-5.5502,150.1429,76.6,91,99,2.93,overcast clouds
538,Waipawa,NZ,-41.4122,175.5153,41.16,90,100,3.78,overcast clouds
539,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,65,0,19.57,clear sky
540,Straumen,NO,63.8709,11.2999,41.0,84,85,6.08,overcast clouds
541,Fairbanks,US,64.8378,-147.7164,29.23,72,100,4.61,overcast clouds
542,Ambilobe,MG,-13.2,49.05,75.33,64,90,3.18,overcast clouds
543,Grindavik,IS,63.8424,-22.4338,41.47,75,75,26.46,broken clouds
544,Torrijos,ES,39.9819,-4.2835,78.85,27,1,9.1,clear sky
545,Manosque,FR,43.8288,5.7869,66.56,62,37,5.82,scattered clouds
546,Egvekinot,RU,66.3167,-179.1667,12.24,78,59,8.1,broken clouds
547,Athens,GR,37.9795,23.7162,65.25,69,40,18.01,scattered clouds
548,Maravilha,BR,-26.7608,-53.1725,70.52,80,100,3.71,overcast clouds
549,Ust-Kuyga,RU,70.0167,135.6,11.62,95,100,8.43,overcast clouds
550,Tazovskiy,RU,67.4667,78.7,32.9,87,96,9.31,overcast clouds
551,Namatanai,PG,-3.6667,152.4333,79.07,82,57,7.58,light rain
552,Garden City,US,42.3256,-83.331,53.51,52,75,13.8,broken clouds
553,Ostrovnoy,RU,68.0531,39.5131,41.05,90,9,7.99,clear sky
554,Sirsi,IN,14.6167,74.85,70.74,94,96,0.83,overcast clouds
555,Shingu,JP,33.7333,135.9833,66.29,89,3,4.45,clear sky
556,Sable-Sur-Sarthe,FR,47.8376,-0.3329,62.85,60,100,11.18,overcast clouds
557,Coffs Harbour,AU,-30.3,153.1333,58.96,88,100,0.0,overcast clouds
558,Mecca,SA,21.4267,39.8261,84.54,52,5,3.42,clear sky
559,Ulagan,RU,50.6321,87.9563,35.11,36,6,2.3,clear sky
560,Carahue,CL,-38.7,-73.1667,66.81,41,63,6.46,broken clouds
561,Filotion,GR,37.05,25.5,63.32,79,90,22.21,overcast clouds
562,Biak,ID,-0.9131,122.8766,76.68,84,64,4.38,broken clouds
563,Moss Vale,AU,-34.55,150.3833,48.33,91,52,3.76,broken clouds
564,Zitiste,RS,45.485,20.5497,60.15,48,78,14.38,broken clouds
565,Tura,IN,25.5198,90.2201,67.82,77,1,3.96,clear sky
566,Kungurtug,RU,50.5994,97.5228,22.64,52,0,1.43,clear sky
567,Acajutla,SV,13.5928,-89.8275,84.4,69,32,4.07,scattered clouds
568,Caete,BR,-19.88,-43.6697,86.25,33,88,9.13,overcast clouds
569,Vakhtan,RU,57.9659,46.6889,41.29,84,62,3.49,broken clouds
570,Dillon,US,34.4166,-79.3712,80.94,32,0,6.96,clear sky
571,Baykit,RU,61.67,96.37,29.61,86,86,1.77,overcast clouds
572,Myshkin,RU,57.7897,38.4545,40.95,89,94,5.88,overcast clouds
573,Talaya,RU,61.3833,152.75,-3.06,100,100,1.39,overcast clouds
574,Wasilla,US,61.5814,-149.4394,38.21,55,100,13.8,light rain
575,Aktas,KZ,49.7789,72.9608,53.35,24,100,7.87,overcast clouds
576,Nurota,UZ,40.5614,65.6886,63.59,29,1,7.67,clear sky
577,Haines Junction,CA,60.7522,-137.5108,28.35,93,100,2.3,overcast clouds
578,Portland,US,45.5234,-122.6762,75.61,49,0,11.99,clear sky
579,Gazojak,TM,41.1875,61.4036,66.0,31,56,10.31,broken clouds
580,Hervey Bay,AU,-25.2986,152.8535,67.01,86,5,10.0,clear sky
581,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,76,40,10.36,scattered clouds
582,Gumdag,TM,39.2061,54.5906,72.41,33,55,2.19,broken clouds
583,Bani,DO,18.2833,-70.3333,88.86,51,23,10.02,few clouds
584,Itaueira,BR,-7.6033,-43.0256,100.67,16,45,10.71,scattered clouds
585,Zyryanka,RU,65.75,150.85,3.56,99,98,5.32,overcast clouds
586,Margate,GB,51.3813,1.3862,59.31,76,100,4.0,overcast clouds
587,Sibolga,ID,1.7427,98.7792,73.8,97,100,2.44,overcast clouds
588,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,62.73,74,100,15.66,overcast clouds
589,Naze,JP,28.3667,129.4833,77.92,87,75,10.51,broken clouds
590,Kismayo,SO,-0.3582,42.5454,77.58,80,74,10.87,broken clouds
591,Kotido,UG,2.9806,34.1331,81.1,37,97,15.32,overcast clouds
592,Araouane,ML,18.9048,-3.5265,100.02,9,83,1.14,broken clouds
593,Talagang,PK,32.9297,72.4158,76.8,24,0,3.31,clear sky
594,Lardos,GR,36.0942,28.0157,62.42,79,100,20.98,overcast clouds
595,Mgachi,RU,51.05,142.2667,40.89,88,61,5.93,broken clouds
596,Nehe,CN,48.4833,124.8333,39.33,34,0,15.01,clear sky
597,Nouadhibou,MR,20.931,-17.0347,73.38,73,0,18.41,clear sky
598,Kovdor,RU,67.5662,30.4758,41.38,96,100,5.35,overcast clouds
599,Fort Nelson,CA,58.8053,-122.7002,33.94,65,100,3.44,overcast clouds
600,Kavaratti,IN,10.5669,72.642,82.13,70,99,0.13,overcast clouds
601,Roma,US,43.2128,-75.4557,69.82,41,100,14.97,overcast clouds
602,Tonantins,BR,-2.8731,-67.8022,83.93,78,83,1.41,broken clouds
603,Padang,ID,-0.9492,100.3543,73.45,97,100,0.98,heavy intensity rain
604,Borovskoy,KZ,53.8,64.15,45.88,67,82,6.51,broken clouds
605,Yeppoon,AU,-23.1333,150.7333,69.58,87,2,5.95,clear sky
606,Grand Gaube,MU,-20.0064,57.6608,72.0,70,15,3.0,few clouds
607,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,0,8.05,clear sky
608,Acapulco,MX,16.8634,-99.8901,85.82,74,40,5.75,scattered clouds
609,Tessalit,ML,20.1986,1.0114,94.17,7,1,11.52,clear sky
610,Vallenar,CL,-28.5708,-70.7581,76.66,35,0,7.83,clear sky
611,Gbadolite,CD,4.2833,21.0167,73.92,95,100,2.64,overcast clouds
612,Lethem,GY,3.3803,-59.7968,92.03,47,97,6.73,overcast clouds
613,Tautira,PF,-17.7333,-149.15,76.08,84,32,13.8,light rain
614,Jimenez,MX,28.3333,-105.4,81.75,34,75,11.83,broken clouds
615,Dafeng,CN,23.4517,108.5881,69.76,35,34,6.55,scattered clouds
616,Sechura,PE,-5.5569,-80.8222,76.44,52,19,9.48,few clouds
617,Coquimbo,CL,-29.9533,-71.3436,58.73,72,100,8.05,overcast clouds
618,Hirado,JP,33.3597,129.5531,62.38,82,0,13.58,clear sky
619,Toyooka,JP,35.5333,134.8333,62.55,88,75,1.52,broken clouds
620,Darovskoy,RU,58.77,47.9564,40.5,89,65,3.85,broken clouds
621,Buckeye,US,33.3703,-112.5838,82.83,57,75,5.75,broken clouds
622,Lerwick,GB,60.1545,-1.1494,48.2,82,97,17.6,light rain
623,Alto Piquiri,BR,-24.0281,-53.4406,77.72,63,95,10.56,overcast clouds
624,Imbituba,BR,-28.24,-48.6703,70.86,91,100,9.84,overcast clouds
625,Santa Maria,BR,-29.6842,-53.8069,74.5,57,40,13.8,scattered clouds
626,Mandalon,GR,40.8583,22.2097,59.61,54,50,2.66,scattered clouds
627,Marsa Matruh,EG,31.3525,27.2453,74.5,63,73,17.6,broken clouds
628,Kitimat,CA,54.0524,-128.6534,55.78,28,99,3.6,overcast clouds
629,Buraydah,SA,26.326,43.975,82.85,14,0,9.17,clear sky
630,Blagoyevo,RU,63.3667,47.9167,41.07,97,100,3.67,overcast clouds
631,Karavukovo,RS,45.495,19.1881,60.82,48,81,8.28,broken clouds
632,Turbat,PK,26.0023,63.044,81.25,45,0,2.24,clear sky
633,Boddam,GB,57.4667,-1.7833,48.58,72,56,18.86,broken clouds
634,Turkistan,KZ,43.0,68.0,59.94,34,42,5.48,scattered clouds
635,San Policarpo,PH,12.1791,125.5072,79.63,87,16,7.4,few clouds
636,Keflavik,IS,64.0049,-22.5624,41.43,75,75,26.46,broken clouds
637,Ewa Beach,US,21.3156,-158.0072,75.4,83,0,4.61,clear sky
638,Poum,NC,-20.2333,164.0167,73.53,74,40,8.48,scattered clouds
639,Samarai,PG,-10.6167,150.6667,80.35,84,64,10.33,broken clouds
640,Nome,US,64.5011,-165.4064,30.27,47,0,13.8,clear sky
641,Terrace,CA,54.5163,-128.6035,55.31,94,100,6.91,mist
642,Peace River,CA,56.2501,-117.286,39.51,70,75,4.61,broken clouds
643,Sumbe,AO,-11.2061,13.8437,76.08,80,50,8.81,scattered clouds
644,Southbridge,US,42.0751,-72.0334,70.27,51,0,1.99,clear sky
645,Dali,CN,25.7,100.1833,59.68,94,90,3.51,overcast clouds
646,Kargalinskaya,RU,43.7417,46.4792,58.71,86,100,5.59,overcast clouds
647,Gamba,GA,-2.65,10.0,76.68,81,100,7.0,overcast clouds
648,San Lorenzo,PY,-25.3333,-57.5333,85.14,54,75,9.22,broken clouds
649,Altayskoye,RU,51.9533,85.3325,46.36,44,56,5.14,broken clouds
650,Pringsewu,ID,-5.3582,104.9744,75.43,92,100,4.38,overcast clouds
651,Zemio,CF,5.0314,25.1361,72.86,87,90,2.13,light rain
652,Ushtobe,KZ,45.2514,77.9838,61.05,17,77,8.01,broken clouds
653,Peno,RU,56.9262,32.7426,44.04,82,31,8.03,scattered clouds
654,Sheltozero,RU,61.3667,35.3667,46.35,88,95,6.44,overcast clouds
655,Soroti,UG,1.7146,33.6111,74.16,56,100,3.42,overcast clouds
656,Nusaybin,TR,37.0778,41.2178,75.09,34,91,2.86,overcast clouds
657,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,62.94,97,100,5.68,overcast clouds
658,Xuddur,SO,4.1213,43.8894,77.85,64,97,10.09,light rain
659,Winneba,GH,5.3511,-0.6231,78.58,85,100,12.33,light rain
660,Luebo,CD,-5.35,21.4167,77.05,73,85,4.29,overcast clouds
661,Buchanan,LR,5.8808,-10.0467,78.22,84,94,11.7,light rain
662,Petit Goave,HT,18.4314,-72.8669,83.17,70,36,1.45,light rain
663,Nuevo Progreso,MX,23.1667,-97.95,88.54,69,4,3.6,clear sky
664,Richards Bay,ZA,-28.783,32.0377,69.03,72,100,8.41,overcast clouds
665,Freeport,US,40.6576,-73.5832,70.3,59,0,12.66,clear sky
666,Silchar,IN,24.8167,92.8,73.94,89,2,2.82,clear sky
667,Raudeberg,NO,61.9875,5.1352,48.87,58,73,11.54,broken clouds
668,Mugur-Aksy,RU,50.35,90.5,26.62,48,5,4.7,clear sky
669,Emba,KZ,48.8264,58.1442,46.98,53,45,2.68,scattered clouds
670,Lapua,FI,62.9693,23.0088,53.35,83,98,12.68,light rain
671,Thinadhoo,MV,0.5333,72.9333,82.13,74,92,16.26,light rain
672,Abu Samrah,SY,35.3029,37.1841,74.7,46,41,6.93,scattered clouds
673,La Ronge,CA,55.1001,-105.2842,39.42,48,75,16.11,broken clouds
674,Bokhan,RU,53.153,103.7714,27.59,85,29,1.99,scattered clouds
675,Gold Coast,AU,-28.0,153.4333,63.0,87,100,0.0,overcast clouds
676,Rupert,US,42.6191,-113.6772,53.55,47,0,13.8,clear sky
677,Gaya,IN,24.7833,85.0,73.31,94,2,0.0,mist
678,Camacha,PT,33.0833,-16.3333,71.02,68,20,8.05,few clouds
679,Pajapan,MX,18.25,-94.7,77.16,73,84,6.85,light rain
680,Andili,PH,7.462,125.9701,75.38,93,100,1.77,overcast clouds
681,Saint-Francois,FR,46.4154,3.9054,63.84,82,0,3.44,clear sky
682,Makakilo City,US,21.3469,-158.0858,73.98,82,0,4.61,clear sky
683,Kaeo,NZ,-35.1,173.7833,46.33,94,4,4.54,clear sky
684,Chicama,PE,-7.8447,-79.1469,63.14,55,29,10.69,scattered clouds
685,Divnogorsk,RU,55.9594,92.3619,25.29,87,25,2.53,scattered clouds
686,Hof,DE,50.3167,11.9167,59.5,91,75,9.22,broken clouds
687,Arlit,NE,18.7369,7.3853,94.51,8,0,6.62,clear sky
688,Doha,QA,25.2867,51.5333,87.78,58,0,4.61,clear sky
689,Yerbogachen,RU,61.2767,108.0108,28.81,81,100,8.32,overcast clouds
690,Pointe Michel,DM,15.25,-61.3833,86.29,74,75,3.44,broken clouds
691,Shelui,TZ,-4.3667,34.2,85.8,25,95,8.5,overcast clouds
692,Leshan,CN,29.5623,103.7639,62.38,78,100,1.28,overcast clouds
693,Yelizovo,RU,53.1873,158.3805,28.54,93,0,4.47,clear sky
694,Mabaruma,GY,8.2,-59.7833,85.53,71,87,5.48,overcast clouds
695,Lokomotivnyy,RU,53.0118,60.5684,40.01,67,31,7.7,scattered clouds
696,Luba,GQ,3.4568,8.5547,77.2,87,100,5.64,light rain
697,Behbahan,IR,30.5959,50.2417,80.71,40,1,2.26,clear sky
